,Nikkei 225 Open,Nikkei 225 Close,S&P 500 Open,S&P 500 Close,US Dollar Index Open,US Dollar Index Close,Dow Jones Industrial Average Open,Dow Jones Industrial Average Close,Crude Oil Open,Crude Oil Close,NASDAQ Composite Open,NASDAQ Composite Close
2019-11-27,23452.849609375,23437.76953125,3145.489990234375,3153.6298828125,98.30000305175781,98.41000366210938,28156.470703125,28164.0,58.27000045776367,58.11000061035156,8669.58984375,8705.1796875
2019-11-28,23458.880859375,23409.140625,3145.489990234375,3153.6298828125,98.30000305175781,98.41000366210938,28156.470703125,28164.0,58.27000045776367,58.11000061035156,8669.58984375,8705.1796875
2019-11-29,23497.439453125,23293.91015625,3147.179931640625,3140.97998046875,98.3499984741211,98.2699966430664,28103.16015625,28051.41015625,58.130001068115234,55.16999816894531,8682.009765625,8665.4697265625
2019-11-30,23497.439453125,23293.91015625,3147.179931640625,3140.97998046875,98.3499984741211,98.2699966430664,28103.16015625,28051.41015625,58.130001068115234,55.16999816894531,8682.009765625,8665.4697265625
2019-12-01,23497.439453125,23293.91015625,3147.179931640625,3140.97998046875,98.3499984741211,98.2699966430664,28103.16015625,28051.41015625,58.130001068115234,55.16999816894531,8682.009765625,8665.4697265625
2019-12-02,23388.630859375,23529.5,3143.85009765625,3113.8701171875,98.2699966430664,97.86000061035156,28109.740234375,27783.0390625,55.470001220703125,55.959999084472656,8672.83984375,8567.990234375
2019-12-03,23231.140625,23379.810546875,3087.409912109375,3093.199951171875,97.88999938964844,97.73999786376953,27501.98046875,27502.810546875,55.959999084472656,56.099998474121094,8460.7197265625,8520.6396484375
2019-12-04,23186.740234375,23135.23046875,3103.5,3112.760009765625,97.70999908447266,97.6500015258789,27634.630859375,27649.779296875,56.43000030517578,58.43000030517578,8557.4501953125,8566.669921875
2019-12-05,23292.69921875,23300.08984375,3119.2099609375,3117.429931640625,97.58999633789062,97.41000366210938,27736.05078125,27677.7890625,58.36000061035156,58.43000030517578,8587.9296875,8570.7001953125
2019-12-06,23347.669921875,23354.400390625,3134.6201171875,3145.909912109375,97.37999725341797,97.69999694824219,27839.6796875,28015.060546875,58.31999969482422,59.20000076293945,8634.25,8656.5302734375
2019-12-07,23347.669921875,23354.400390625,3134.6201171875,3145.909912109375,97.37999725341797,97.69999694824219,27839.6796875,28015.060546875,58.31999969482422,59.20000076293945,8634.25,8656.5302734375
2019-12-08,23347.669921875,23354.400390625,3134.6201171875,3145.909912109375,97.37999725341797,97.69999694824219,27839.6796875,28015.060546875,58.31999969482422,59.20000076293945,8634.25,8656.5302734375
2019-12-09,23544.310546875,23430.69921875,3141.860107421875,3135.9599609375,97.68000030517578,97.63999938964844,27987.05078125,27909.599609375,59.11000061035156,59.02000045776367,8650.8603515625,8621.830078125
2019-12-10,23372.390625,23410.189453125,3135.360107421875,3132.52001953125,97.6500015258789,97.41000366210938,27900.650390625,27881.720703125,58.91999816894531,59.2400016784668,8623.5595703125,8616.1796875
2019-12-11,23421.140625,23391.859375,3135.75,3141.6298828125,97.51000213623047,97.16000366210938,27867.310546875,27911.30078125,59.060001373291016,58.7599983215332,8631.1201171875,8654.0498046875
2019-12-12,23449.279296875,23424.810546875,3141.22998046875,3168.570068359375,97.08000183105469,97.4000015258789,27898.33984375,28132.05078125,58.880001068115234,59.18000030517578,8645.3603515625,8717.3203125
2019-12-13,23810.560546875,24023.099609375,3166.64990234375,3168.800048828125,96.77999877929688,97.16999816894531,28123.640625,28135.380859375,59.36000061035156,60.06999969482422,8713.91015625,8734.8798828125
2019-12-14,23810.560546875,24023.099609375,3166.64990234375,3168.800048828125,96.77999877929688,97.16999816894531,28123.640625,28135.380859375,59.36000061035156,60.06999969482422,8713.91015625,8734.8798828125
2019-12-15,23810.560546875,24023.099609375,3166.64990234375,3168.800048828125,96.77999877929688,97.16999816894531,28123.640625,28135.380859375,59.36000061035156,60.06999969482422,8713.91015625,8734.8798828125
2019-12-16,23955.19921875,23952.349609375,3183.6298828125,3191.449951171875,97.18000030517578,97.06999969482422,28191.669921875,28235.890625,59.869998931884766,60.209999084472656,8791.3095703125,8814.23046875
2019-12-17,24091.119140625,24066.119140625,3195.39990234375,3192.52001953125,97.13999938964844,97.20999908447266,28221.75,28267.16015625,60.22999954223633,60.939998626708984,8829.4697265625,8823.3603515625
2019-12-18,24023.26953125,23934.4296875,3195.2099609375,3191.139892578125,97.23999786376953,97.41000366210938,28291.439453125,28239.279296875,60.54999923706055,60.93000030517578,8834.650390625,8827.740234375
2019-12-19,23911.4609375,23864.849609375,3192.320068359375,3205.3701171875,97.4000015258789,97.41999816894531,28278.310546875,28376.9609375,60.86000061035156,61.220001220703125,8838.9697265625,8887.2197265625
2019-12-20,23893.44921875,23816.630859375,3223.330078125,3221.219970703125,97.4000015258789,97.70999908447266,28608.640625,28455.08984375,61.11000061035156,60.439998626708984,8911.83984375,8924.9599609375
2019-12-21,23893.44921875,23816.630859375,3223.330078125,3221.219970703125,97.4000015258789,97.70999908447266,28608.640625,28455.08984375,61.11000061035156,60.439998626708984,8911.83984375,8924.9599609375
2019-12-22,23893.44921875,23816.630859375,3223.330078125,3221.219970703125,97.4000015258789,97.70999908447266,28608.640625,28455.08984375,61.11000061035156,60.439998626708984,8911.83984375,8924.9599609375
2019-12-23,23921.2890625,23821.109375,3226.050048828125,3224.010009765625,97.66999816894531,97.66000366210938,28491.779296875,28551.529296875,60.40999984741211,60.52000045776367,8950.2001953125,8945.650390625
2019-12-24,23839.1796875,23830.580078125,3225.449951171875,3223.3798828125,97.66000366210938,97.6500015258789,28572.5703125,28515.44921875,60.630001068115234,61.11000061035156,8955.009765625,8952.8798828125
2019-12-25,23813.58984375,23782.869140625,3225.449951171875,3223.3798828125,97.66000366210938,97.6500015258789,28572.5703125,28515.44921875,60.630001068115234,61.11000061035156,8955.009765625,8952.8798828125
2019-12-26,23787.69921875,23924.919921875,3227.199951171875,3239.909912109375,97.62999725341797,97.58999633789062,28539.4609375,28621.390625,61.20000076293945,61.68000030517578,8970.2099609375,9022.3896484375
2019-12-27,23953.75,23837.720703125,3247.22998046875,3240.02001953125,97.54000091552734,96.91999816894531,28675.33984375,28645.259765625,61.72999954223633,61.720001220703125,9049.4697265625,9006.6201171875
2019-12-28,23953.75,23837.720703125,3247.22998046875,3240.02001953125,97.54000091552734,96.91999816894531,28675.33984375,28645.259765625,61.72999954223633,61.720001220703125,9049.4697265625,9006.6201171875
2019-12-29,23953.75,23837.720703125,3247.22998046875,3240.02001953125,97.54000091552734,96.91999816894531,28675.33984375,28645.259765625,61.72999954223633,61.720001220703125,9049.4697265625,9006.6201171875
2019-12-30,23770.9296875,23656.619140625,3240.090087890625,3221.2900390625,97.0,96.73999786376953,28654.759765625,28462.140625,61.709999084472656,61.68000030517578,9004.4501953125,8945.990234375
2019-12-31,23770.9296875,23656.619140625,3215.179931640625,3230.780029296875,96.7300033569336,96.38999938964844,28414.640625,28538.439453125,61.68000030517578,61.060001373291016,8918.740234375,8972.599609375
2020-01-01,23770.9296875,23656.619140625,3215.179931640625,3230.780029296875,96.7300033569336,96.38999938964844,28414.640625,28538.439453125,61.68000030517578,61.060001373291016,8918.740234375,8972.599609375
2020-01-02,23770.9296875,23656.619140625,3244.669921875,3257.85009765625,96.4800033569336,96.8499984741211,28638.970703125,28868.80078125,61.599998474121094,61.18000030517578,9039.4599609375,9092.1904296875
2020-01-03,23770.9296875,23656.619140625,3226.360107421875,3234.85009765625,96.79000091552734,96.83999633789062,28553.330078125,28634.880859375,61.18000030517578,63.04999923706055,8976.4296875,9020.76953125
2020-01-04,23770.9296875,23656.619140625,3226.360107421875,3234.85009765625,96.79000091552734,96.83999633789062,28553.330078125,28634.880859375,61.18000030517578,63.04999923706055,8976.4296875,9020.76953125
2020-01-05,23770.9296875,23656.619140625,3226.360107421875,3234.85009765625,96.79000091552734,96.83999633789062,28553.330078125,28634.880859375,61.18000030517578,63.04999923706055,8976.4296875,9020.76953125
2020-01-06,23319.759765625,23204.859375,3217.550048828125,3246.280029296875,96.9000015258789,96.66999816894531,28465.5,28703.380859375,63.709999084472656,63.27000045776367,8943.5,9071.4697265625
2020-01-07,23320.119140625,23575.720703125,3241.860107421875,3237.179931640625,96.6500015258789,96.9800033569336,28639.1796875,28583.6796875,62.90999984741211,62.70000076293945,9076.6396484375,9068.580078125
2020-01-08,23217.490234375,23204.759765625,3238.590087890625,3253.050048828125,96.83000183105469,97.30000305175781,28556.140625,28745.08984375,62.84000015258789,59.61000061035156,9068.0302734375,9129.240234375
2020-01-09,23530.2890625,23739.869140625,3266.030029296875,3274.699951171875,97.2699966430664,97.44999694824219,28851.970703125,28956.900390625,59.9900016784668,59.560001373291016,9202.26953125,9203.4296875
2020-01-10,23813.279296875,23850.5703125,3281.81005859375,3265.35009765625,97.43000030517578,97.36000061035156,28977.51953125,28823.76953125,59.61000061035156,59.040000915527344,9232.9501953125,9178.8603515625
2020-01-11,23813.279296875,23850.5703125,3281.81005859375,3265.35009765625,97.43000030517578,97.36000061035156,28977.51953125,28823.76953125,59.61000061035156,59.040000915527344,9232.9501953125,9178.8603515625
2020-01-12,23813.279296875,23850.5703125,3281.81005859375,3265.35009765625,97.43000030517578,97.36000061035156,28977.51953125,28823.76953125,59.61000061035156,59.040000915527344,9232.9501953125,9178.8603515625
2020-01-13,23813.279296875,23850.5703125,3271.1298828125,3288.1298828125,97.3499984741211,97.3499984741211,28869.009765625,28907.05078125,59.040000915527344,58.08000183105469,9213.7197265625,9273.9296875
2020-01-14,23969.0390625,24025.169921875,3285.35009765625,3283.14990234375,97.36000061035156,97.37000274658203,28895.5,28939.669921875,58.029998779296875,58.22999954223633,9270.6103515625,9251.330078125
2020-01-15,23923.48046875,23916.580078125,3282.27001953125,3289.2900390625,97.37999725341797,97.2300033569336,28901.80078125,29030.220703125,58.20000076293945,57.810001373291016,9253.759765625,9258.7001953125
2020-01-16,23960.19921875,23933.130859375,3302.969970703125,3316.81005859375,97.18000030517578,97.31999969482422,29131.94921875,29297.640625,58.099998474121094,58.52000045776367,9313.4501953125,9357.1298828125
